
RAID device 
   343072 Mbyte of  343308 MByte available for I/O
   342636 MByte of  343072 MByte in use,     436 MByte free
     4158 Files of   85768 Files in use,   81610 Files free

 FileID     MeasID                        ProtName                         PatName   Status         Size   SizeOnDisk          CreationTime             CloseTime dependent files (fileID)
  10697        948                     CV_epi_ssfp                          xxxxxx      cld     32956064     33554432   21.02.2018 10:48:18   21.02.2018 10:48:23 10685, 10685
  10696        947                     CV_epi_ssfp                          xxxxxx      cld     32956416     33554432   21.02.2018 10:46:06   21.02.2018 10:46:14 10685, 10685
  10695        946                     CV_epi_ssfp                          xxxxxx      cld     32956416     33554432   21.02.2018 10:45:31   21.02.2018 10:45:39 10685, 10685
  10694        945                     CV_epi_ssfp                          xxxxxx      cld     33042176     33554432   21.02.2018 10:44:52   21.02.2018 10:44:54 10685, 10685
  10693        944                     CV_epi_ssfp                          xxxxxx      cld     33042176     33554432   21.02.2018 10:44:00   21.02.2018 10:44:02 10685, 10685
  10692        943                     CV_epi_ssfp                          xxxxxx      cld     33042176     33554432   21.02.2018 10:43:43   21.02.2018 10:43:46 10685, 10685
  10691        942                     CV_epi_ssfp                          xxxxxx      cld     33042176     33554432   21.02.2018 10:42:22   21.02.2018 10:42:24 10685, 10685
  10690        941                     CV_epi_ssfp                          xxxxxx      cld     33042176     33554432   21.02.2018 10:41:31   21.02.2018 10:41:33 10685, 10685
  10689        940                     CV_epi_ssfp                          xxxxxx      cld     33042176     33554432   21.02.2018 10:41:08   21.02.2018 10:41:12 10685, 10685
  10688        939                     CV_epi_ssfp                          xxxxxx      cld     33042176     33554432   21.02.2018 10:40:35   21.02.2018 10:40:39 10685, 10685
  10687        938                     CV_epi_ssfp                          xxxxxx      cld     33042240     33554432   21.02.2018 10:40:00   21.02.2018 10:40:19 10685, 10685
  10686        937                     CV_epi_ssfp                          xxxxxx      cld      4066400      4194304   21.02.2018 10:39:25   21.02.2018 10:39:28 10685, 10685
  10685        936                AdjQuietCoilSens                          xxxxxx      cld     25601280     29360128   21.02.2018 10:39:16   21.02.2018 10:39:23 10681
  10684        935                  MiniIRT_B0_MCR                          xxxxxx      cld      5500512      8388608   21.02.2018 10:36:23   21.02.2018 10:36:23 10681
  10683        934                  MiniIRT_B0_MCR                          xxxxxx      cld     57116544     58720256   21.02.2018 10:34:23   21.02.2018 10:34:26 10681
  10682        933                      AdjCoilPos                          xxxxxx      cld      1345824      4194304   21.02.2018 10:34:17   21.02.2018 10:34:20
  10681        932                AdjQuietCoilSens                          xxxxxx      cld     13555616     16777216   21.02.2018 10:34:16   21.02.2018 10:34:17
  10680        931                         AdjDico                          xxxxxx      cld      1437216      4194304   21.02.2018 10:34:14   21.02.2018 10:34:15
  10679        930                          AdjTra                          xxxxxx      cld       660800      4194304   21.02.2018 10:34:13   21.02.2018 10:34:14
  10678        929                          AdjFre                          xxxxxx      cld       741248      4194304   21.02.2018 10:34:12   21.02.2018 10:34:12
  10677        928                         AdjDico                          xxxxxx      cld      1036320      4194304   21.02.2018 10:34:10   21.02.2018 10:34:11
  10676        927                  MiniIRT_B0_MCR                          xxxxxx      cld      5501088      8388608   21.02.2018 10:32:44   21.02.2018 10:32:44 10668
  10675        926                  MiniIRT_B0_MCR                          xxxxxx      cld     71906432     75497472   21.02.2018 10:32:03   21.02.2018 10:32:07 10668
  10674        925                  MiniIRT_B0_MCR                          xxxxxx      cld      5501120      8388608   21.02.2018 10:31:21   21.02.2018 10:31:22 10668
  10673        924                  MiniIRT_B0_MCR                          xxxxxx      cld      5501056      8388608   21.02.2018 10:30:54   21.02.2018 10:30:54 10668
  10672        923                  MiniIRT_B0_MCR                          xxxxxx      cld      5501088      8388608   21.02.2018 10:29:29   21.02.2018 10:29:29 10668
  10671        922                  MiniIRT_B0_MCR                          xxxxxx      cld    470427872    473956352   21.02.2018 10:27:31   21.02.2018 10:28:13 10668
  10670        921                  MiniIRT_B0_MCR                          xxxxxx      cld     43739424     46137344   21.02.2018 10:25:15   21.02.2018 10:25:17 10668
  10669        916                  MiniIRT_B0_MCR                          xxxxxx      cld    470427840    473956352   21.02.2018 10:09:38   21.02.2018 10:09:57 10668
  10668        915                AdjQuietCoilSens                          xxxxxx      cld     13556736     16777216   21.02.2018 10:09:34   21.02.2018 10:09:35
  10667        914                     CV_epi_ssfp                          xxxxxx      cld     33042368     33554432   21.02.2018 10:06:55   21.02.2018 10:06:58 10643, 10643
  10666        913                     CV_epi_ssfp                          xxxxxx      cld       771968      4194304   21.02.2018 10:06:50   21.02.2018 10:06:50
  10665        912                     CV_epi_ssfp                          xxxxxx      cld     33042464     33554432   21.02.2018 10:05:55   21.02.2018 10:05:58 10643, 10643
  10664        911                     CV_epi_ssfp                          xxxxxx      cld     33042432     33554432   21.02.2018 10:05:00   21.02.2018 10:05:04 10643, 10643
  10663        910                     CV_epi_ssfp                          xxxxxx      cld     32956224     33554432   21.02.2018 10:04:13   21.02.2018 10:04:17 10643, 10643
  10662        909                     CV_epi_ssfp                          xxxxxx      cld     32956224     33554432   21.02.2018 10:03:14   21.02.2018 10:03:18 10643, 10643
  10661        908                     CV_epi_ssfp                          xxxxxx      cld     33042464     33554432   21.02.2018 10:02:05   21.02.2018 10:02:07 10643, 10643
  10660        907                           trufi                          xxxxxx      cld      3980160      4194304   21.02.2018 10:01:15   21.02.2018 10:01:17 10643, 10643
  10659        906                     CV_epi_ssfp                          xxxxxx      cld     33041888     33554432   21.02.2018 10:00:37   21.02.2018 10:00:40 10643, 10643
  10658        905                     CV_epi_ssfp                          xxxxxx      cld     33041920     33554432   21.02.2018 10:00:16   21.02.2018 10:00:18 10643, 10643
  10657        904                     CV_epi_ssfp                          xxxxxx      cld     33041824     33554432   21.02.2018 09:59:32   21.02.2018 09:59:35 10643, 10643
  10656        903                     CV_epi_ssfp                          xxxxxx      cld     33041824     33554432   21.02.2018 09:59:08   21.02.2018 09:59:10 10643, 10643
  10655        902                     CV_epi_ssfp                          xxxxxx      cld     33041824     33554432   21.02.2018 09:58:22   21.02.2018 09:58:27 10643, 10643
  10654        901                     CV_epi_ssfp                          xxxxxx      cld     33041824     33554432   21.02.2018 09:57:01   21.02.2018 09:57:05 10643, 10643
  10653        900                     CV_epi_ssfp                          xxxxxx      cld    322794304    322961408   21.02.2018 09:55:36   21.02.2018 09:56:20 10643, 10643
  10652        899                     CV_epi_ssfp                          xxxxxx      cld    322793984    322961408   21.02.2018 09:54:23   21.02.2018 09:54:43 10643, 10643
  10651        898                           trufi                          xxxxxx      cld      3978752      4194304   21.02.2018 09:53:57   21.02.2018 09:54:00 10643, 10643
  10650        897                          AdjFre                          xxxxxx      cld       744864      4194304   21.02.2018 09:53:55   21.02.2018 09:53:56
  10649        896                     AdjFieldMap                          xxxxxx      cld     72846944     75497472   21.02.2018 09:53:09   21.02.2018 09:53:55
  10648        895                          AdjFre                          xxxxxx      cld       744864      4194304   21.02.2018 09:53:08   21.02.2018 09:53:09
  10647        894            trufi_loc_multi_iPAT                          xxxxxx      cld      1036512      4194304   21.02.2018 09:52:08   21.02.2018 09:52:25 10643, 10643
  10646        893               3-Plane localizer                          xxxxxx      cld      1235616      4194304   21.02.2018 09:50:59   21.02.2018 09:51:31 10643, 10643
  10645        892               3-Plane localizer                          xxxxxx      cld      1322240      4194304   21.02.2018 09:50:08   21.02.2018 09:50:41 10643, 10643
  10644        891                      AdjCoilPos                          xxxxxx      cld      1357408      4194304   21.02.2018 09:50:05   21.02.2018 09:50:07
  10643        890                AdjQuietCoilSens                          xxxxxx      cld     25608992     29360128   21.02.2018 09:49:56   21.02.2018 09:50:03
  10642        889                         AdjDico                          xxxxxx      cld      1448800      4194304   21.02.2018 09:49:55   21.02.2018 09:49:55
  10641        888                          AdjTra                          xxxxxx      cld       672352      4194304   21.02.2018 09:49:53   21.02.2018 09:49:54
  10640        887                          AdjFre                          xxxxxx      cld       752832      4194304   21.02.2018 09:49:52   21.02.2018 09:49:53
  10639        886                         AdjDico                          xxxxxx      cld      1047904      4194304   21.02.2018 09:49:51   21.02.2018 09:49:52
  10638        885                         AdjDico                          xxxxxx      cld       644320      4194304   21.02.2018 09:49:46   21.02.2018 09:49:46
  10637        884           BEAT_EPI_Interactrive                          xxxxxx      cld     15968672     16777216   20.02.2018 19:34:53   20.02.2018 19:34:58
  10636        883           BEAT_EPI_Interactrive                          xxxxxx      cld     24281664     25165824   20.02.2018 19:33:59   20.02.2018 19:34:09
  10635        881        BEAT_EPI_HigherEPIFactor                          xxxxxx      cld      1177568      4194304   20.02.2018 19:32:10   20.02.2018 19:32:11
  10634        880        BEAT_EPI_HigherEPIFactor                          xxxxxx      cld      1308064      4194304   20.02.2018 19:31:17   20.02.2018 19:31:18
  10633        879        BEAT_EPI_HigherEPIFactor                          xxxxxx      cld      1287712      4194304   20.02.2018 19:29:36   20.02.2018 19:29:37
  10632        878        BEAT_EPI_HigherEPIFactor                          xxxxxx      cld       773920      4194304   20.02.2018 19:29:24   20.02.2018 19:29:31
  10631        877                     CV_epi_ssfp                          xxxxxx      cld     24661664     25165824   20.02.2018 19:28:34   20.02.2018 19:28:43
  10630        874                      AdjCoilPos                          xxxxxx      cld      1339488      4194304   20.02.2018 19:26:40   20.02.2018 19:26:42
  10629        873                         AdjDico                          xxxxxx      cld      1415168      4194304   20.02.2018 19:26:39   20.02.2018 19:26:39
  10628        872                          AdjTra                          xxxxxx      cld       654432      4194304   20.02.2018 19:26:37   20.02.2018 19:26:38
  10627        871                          AdjFre                          xxxxxx      cld       636672      4194304   20.02.2018 19:26:36   20.02.2018 19:26:37
  10626        870                         AdjDico                          xxxxxx      cld      1014272      4194304   20.02.2018 19:26:35   20.02.2018 19:26:36
  10625        869                         AdjDico                          xxxxxx      cld       610688      4194304   20.02.2018 19:26:31   20.02.2018 19:26:31
  10624        868     Lung T1map SASHA post BW550                          xxxxxx      cld     58274944     58720256   20.02.2018 15:52:29   20.02.2018 15:52:43 10540, 10540
  10623        867 Lung T1map MOLLI post BW550 GRE                          xxxxxx      cld     21981120     25165824   20.02.2018 15:51:37   20.02.2018 15:51:54 10492, 10492
  10622        866                          AdjFre                          xxxxxx      cld       652576      4194304   20.02.2018 15:51:35   20.02.2018 15:51:36
  10621        865    CV_spiral_cine_RTinteractive                          xxxxxx      cld     54505472     54525952   20.02.2018 15:49:12   20.02.2018 15:49:54 10492, 10492
  10620        864               CV_spiral_cine_RT                          xxxxxx      cld     54506112     54525952   20.02.2018 15:47:34   20.02.2018 15:48:16 10492, 10492
  10619        863        Ax T2 Haste (BH x2) post                          xxxxxx      cld      4153440      4194304   20.02.2018 15:44:51   20.02.2018 15:44:54 10563, 10563
  10618        862            SAX T1map MOLLI post                          xxxxxx      cld     25897312     29360128   20.02.2018 15:38:02   20.02.2018 15:38:21 10563, 10563
  10617        861            4CH T1map MOLLI post                          xxxxxx      cld     25892384     29360128   20.02.2018 15:37:16   20.02.2018 15:37:33 10563, 10563
  10616        860      4CH T1map SASHA post BW550                          xxxxxx      cld     33208704     33554432   20.02.2018 15:36:39   20.02.2018 15:36:53 10563, 10563
  10615        859      SAX T1map SASHA post BW550                          xxxxxx      cld     33203712     33554432   20.02.2018 15:36:08   20.02.2018 15:36:21 10563, 10563
  10614        858                trufi_multislice                          xxxxxx      cld    203255552    205520896   20.02.2018 15:32:30   20.02.2018 15:32:51 10540, 10540
  10613        857                   SAX Localizer                          xxxxxx      cld     58444800     58720256   20.02.2018 15:31:56   20.02.2018 15:32:06 10563, 10563
  10612        856                   Ch4 Localizer                          xxxxxx      cld     60939136     62914560   20.02.2018 15:31:35   20.02.2018 15:31:45 10563, 10563
  10611        855                   SAX Localizer                          xxxxxx      cld       938208      4194304   20.02.2018 15:31:14   20.02.2018 15:31:20 10607, 10607
  10610        854                          AdjFre                          xxxxxx      cld       850016      4194304   20.02.2018 15:31:12   20.02.2018 15:31:13
  10609        853        Ax T2 Haste (BH x2) post                          xxxxxx      cld      4153664      4194304   20.02.2018 15:30:41   20.02.2018 15:30:45 10607, 10607
  10608        852                      AdjCoilPos                          xxxxxx      cld      1351808      4194304   20.02.2018 15:30:39   20.02.2018 15:30:41
  10607        851                AdjQuietCoilSens                          xxxxxx      cld     25603424     29360128   20.02.2018 15:30:30   20.02.2018 15:30:37
  10606        850                         AdjDico                          xxxxxx      cld      1443200      4194304   20.02.2018 15:30:29   20.02.2018 15:30:30
  10605        849                          AdjTra                          xxxxxx      cld       684384      4194304   20.02.2018 15:30:27   20.02.2018 15:30:29
  10604        848                          AdjFre                          xxxxxx      cld       747264      4194304   20.02.2018 15:30:26   20.02.2018 15:30:26
  10603        847                         AdjDico                          xxxxxx      cld      1042304      4194304   20.02.2018 15:30:23   20.02.2018 15:30:25
  10602        846        Ax T2 Haste (BH x2) post                          xxxxxx      cld      4153440      4194304   20.02.2018 15:29:36   20.02.2018 15:29:39 10563, 10563
  10601        845        Ax T2 Haste (BH x2) post                          xxxxxx      cld      4152608      4194304   20.02.2018 15:29:16   20.02.2018 15:29:22 10563, 10563
  10600        844     Lung T1map SASHA post BW550                          xxxxxx      cld     58272448     58720256   20.02.2018 15:28:38   20.02.2018 15:28:52 10540, 10540
  10599        843 Lung T1map MOLLI post BW550 GRE                          xxxxxx      cld     21979520     25165824   20.02.2018 15:24:33   20.02.2018 15:24:51 10563, 10563
  10598        842                          AdjFre                          xxxxxx      cld       652704      4194304   20.02.2018 15:24:31   20.02.2018 15:24:32
  10597        841                          AdjGre                          xxxxxx      cld      8192384      8388608   20.02.2018 15:24:10   20.02.2018 15:24:31
  10596        840                          AdjFre                          xxxxxx      cld       652704      4194304   20.02.2018 15:24:09   20.02.2018 15:24:09
  10595        839            SAX T1map MOLLI post                          xxxxxx      cld     25895072     29360128   20.02.2018 15:21:46   20.02.2018 15:22:03 10563, 10563
  10594        838            4CH T1map MOLLI post                          xxxxxx      cld     25893472     29360128   20.02.2018 15:20:43   20.02.2018 15:21:00 10563, 10563
  10593        837      4CH T1map SASHA post BW550                          xxxxxx      cld     33205920     33554432   20.02.2018 15:18:52   20.02.2018 15:19:06 10563, 10563
  10592        836      SAX T1map SASHA post BW550                          xxxxxx      cld     33205408     33554432   20.02.2018 15:18:02   20.02.2018 15:18:15 10563, 10563
  10591        835  Lung T1map MOLLI pre BW550 GRE                          xxxxxx      cld     21978400     25165824   20.02.2018 15:15:54   20.02.2018 15:16:11 10540, 10540
  10590        834     Lung T1map SASHA post BW550                          xxxxxx      cld     58273472     58720256   20.02.2018 15:14:30   20.02.2018 15:14:45 10540, 10540
  10589        833        Ax T2 Haste (BH x2) post                          xxxxxx      cld      4152608      4194304   20.02.2018 15:13:32   20.02.2018 15:13:44 10563, 10563
  10588        832        Ax T2 Haste (BH x2) post                          xxxxxx      cld      4153440      4194304   20.02.2018 15:13:21   20.02.2018 15:13:24 10563, 10563
  10587        831         Ax T2 Haste (BH x2) pre                          xxxxxx      cld      4152608      4194304   20.02.2018 15:03:40   20.02.2018 15:03:43 10563, 10563
  10586        830      Lung T1map SASHA pre BW550                          xxxxxx      cld     58263488     58720256   20.02.2018 15:02:30   20.02.2018 15:02:43 10540, 10540
  10585        829  Lung T1map MOLLI pre BW550 GRE                          xxxxxx      cld     21970720     25165824   20.02.2018 15:01:04   20.02.2018 15:01:20 10540, 10540
  10584        828  Lung T1map MOLLI pre BW550 GRE                          xxxxxx      cld     21973536     25165824   20.02.2018 15:00:04   20.02.2018 15:00:20 10540, 10540
  10583        827                          AdjFre                          xxxxxx      cld       651808      4194304   20.02.2018 15:00:02   20.02.2018 15:00:03
  10582        826                          AdjGre                          xxxxxx      cld      8191488      8388608   20.02.2018 14:59:40   20.02.2018 15:00:01
  10581        825                          AdjFre                          xxxxxx      cld       651808      4194304   20.02.2018 14:59:39   20.02.2018 14:59:40
  10580        824       SAX T1map SASHA pre BW550                          xxxxxx      cld     33198464     33554432   20.02.2018 14:57:52   20.02.2018 14:58:05 10563, 10563
  10579        823       4CH T1map SASHA pre BW550                          xxxxxx      cld     33202624     33554432   20.02.2018 14:57:12   20.02.2018 14:57:25 10563, 10563
  10578        822             4CH T1map MOLLI pre                          xxxxxx      cld     25891040     29360128   20.02.2018 14:56:12   20.02.2018 14:56:29 10563, 10563
  10577        821             4CH T1map MOLLI pre                          xxxxxx      cld     18096448     20971520   20.02.2018 14:55:31   20.02.2018 14:55:43 10563, 10563
  10576        820             4CH T1map MOLLI pre                          xxxxxx      cld     11693120     12582912   20.02.2018 14:55:08   20.02.2018 14:55:18 10563, 10563
  10575        819             4CH T1map MOLLI pre                          xxxxxx      cld     28351488     29360128   20.02.2018 14:54:17   20.02.2018 14:54:36 10563, 10563
  10574        818             4CH T1map MOLLI pre                          xxxxxx      cld     23433664     25165824   20.02.2018 14:53:28   20.02.2018 14:53:44 10563, 10563
  10573        817             4CH T1map MOLLI pre                          xxxxxx      cld     23437216     25165824   20.02.2018 14:52:34   20.02.2018 14:52:51 10563, 10563
  10572        816             SAX T1map MOLLI pre                          xxxxxx      cld     23434368     25165824   20.02.2018 14:51:30   20.02.2018 14:51:47 10563, 10563
  10571        815             SAX T1map MOLLI pre                          xxxxxx      cld     25887904     29360128   20.02.2018 14:50:47   20.02.2018 14:51:05 10563, 10563
  10570        814             SAX T1map MOLLI pre                          xxxxxx      cld     23452064     25165824   20.02.2018 14:47:11   20.02.2018 14:47:28 10563, 10563
  10569        813             SAX T1map MOLLI pre                          xxxxxx      cld     23452768     25165824   20.02.2018 14:45:33   20.02.2018 14:45:50 10563, 10563
  10568        812             SAX T1map MOLLI pre                          xxxxxx      cld      1091040      4194304   20.02.2018 14:44:56   20.02.2018 14:45:14 10563, 10563
  10567        811                          AdjFre                          xxxxxx      cld       652256      4194304   20.02.2018 14:44:54   20.02.2018 14:44:55
  10566        810                   Ch4 Localizer                          xxxxxx      cld     66362240     67108864   20.02.2018 14:42:12   20.02.2018 14:42:21 10563, 10563
  10565        809                   SAX Localizer                          xxxxxx      cld     64102848     67108864   20.02.2018 14:41:38   20.02.2018 14:41:47 10563, 10563
  10564        808                      AdjCoilPos                          xxxxxx      cld      1352544      4194304   20.02.2018 14:41:35   20.02.2018 14:41:38
  10563        807                AdjQuietCoilSens                          xxxxxx      cld     25604224     29360128   20.02.2018 14:41:27   20.02.2018 14:41:33
  10562        806                         AdjDico                          xxxxxx      cld      1443936      4194304   20.02.2018 14:41:26   20.02.2018 14:41:26
  10561        805                          AdjTra                          xxxxxx      cld       702688      4194304   20.02.2018 14:41:22   20.02.2018 14:41:25
  10560        804                         AdjDico                          xxxxxx      cld      1043040      4194304   20.02.2018 14:41:22   20.02.2018 14:41:22
  10559        803                   Ch4 Localizer                          xxxxxx      cld     66125888     67108864   20.02.2018 14:40:11   20.02.2018 14:40:19 10540, 10540
  10558        802                          AdjFre                          xxxxxx      cld       749184      4194304   20.02.2018 14:40:09   20.02.2018 14:40:10
  10557        801 WH-HiRes-tfi3D_SatRegions_T2P45-NoNav_SPGR                          xxxxxx      cld    296984512    297795584   20.02.2018 14:31:59   20.02.2018 14:38:35 10550
  10556        800 WH-HiRes-tfi3D_SatRegions_T2P45-NoNav_SPGR                          xxxxxx      cld     89244288     92274688   20.02.2018 14:21:59   20.02.2018 14:26:15 10550
  10555        799 WH-HiRes-tfi3D_SatRegions_T2P45-NoNav_SPGR                          xxxxxx      cld      6203360      8388608   20.02.2018 14:21:19   20.02.2018 14:21:38 10550
  10554        798 WH-HiRes-tfi3D_SatRegions_T2P45-NoNav_SPGR                          xxxxxx      cld      4041888      4194304   20.02.2018 14:20:44   20.02.2018 14:21:00 10550
  10553        797 WH-HiRes-tfi3D_SatRegions_T2P45-NoNav_SPGR                          xxxxxx      cld     15036640     16777216   20.02.2018 14:19:41   20.02.2018 14:20:25 10550
  10552        796 WH-HiRes-tfi3D_SatRegions_T2P45-NoNav_SPGR                          xxxxxx      cld     15341952     16777216   20.02.2018 14:18:14   20.02.2018 14:19:01 10550
  10551        795                      AdjCoilPos                          xxxxxx      cld      1354656      4194304   20.02.2018 14:18:11   20.02.2018 14:18:13
  10550        794                AdjQuietCoilSens                          xxxxxx      cld     13564480     16777216   20.02.2018 14:18:09   20.02.2018 14:18:11
  10549        793                         AdjDico                          xxxxxx      cld      1446048      4194304   20.02.2018 14:18:08   20.02.2018 14:18:09
  10548        792                          AdjTra                          xxxxxx      cld       704832      4194304   20.02.2018 14:18:05   20.02.2018 14:18:08
  10547        791                          AdjFre                          xxxxxx      cld       652352      4194304   20.02.2018 14:18:04   20.02.2018 14:18:05
  10546        790                         AdjDico                          xxxxxx      cld      1045184      4194304   20.02.2018 14:18:03   20.02.2018 14:18:04
  10545        789     Raj_GApSpiral_Flow_s16_m192                          xxxxxx      cld    856567168    859832320   20.02.2018 14:15:59   20.02.2018 14:16:34 10540, 10540
  10544        788      Raj_GApSpiral_Flow_s8_m128                          xxxxxx      cld   1697014304   1698693120   20.02.2018 14:14:29   20.02.2018 14:15:26 10540, 10540
  10543        787          Raj_GApSpiral_Flow_s16                          xxxxxx      cld    342670016    343932928   20.02.2018 14:13:03   20.02.2018 14:13:28 10540, 10540
  10542        786     Raj_GApSpiral_Flow_20180220                          xxxxxx      cld    672292448    675282944   20.02.2018 14:11:50   20.02.2018 14:12:28 10540, 10540
  10541        785                      AdjCoilPos                          xxxxxx      cld      1357088      4194304   20.02.2018 14:11:47   20.02.2018 14:11:49
  10540        784                AdjQuietCoilSens                          xxxxxx      cld     25608704     29360128   20.02.2018 14:11:38   20.02.2018 14:11:45
  10539        783                         AdjDico                          xxxxxx      cld      1448480      4194304   20.02.2018 14:11:37   20.02.2018 14:11:38
  10538        782                          AdjTra                          xxxxxx      cld       707264      4194304   20.02.2018 14:11:34   20.02.2018 14:11:36
  10537        781                          AdjFre                          xxxxxx      cld       853504      4194304   20.02.2018 14:11:32   20.02.2018 14:11:33
  10536        780                         AdjDico                          xxxxxx      cld      1047584      4194304   20.02.2018 14:11:31   20.02.2018 14:11:31
  10535        779                trufi_multislice                          xxxxxx      cld    203255712    205520896   20.02.2018 14:09:09   20.02.2018 14:09:30 10492, 10492
  10534        778                          AdjFre                          xxxxxx      cld       694336      4194304   20.02.2018 14:09:06   20.02.2018 14:09:08
  10533        777                  CV_spiral_cine                          xxxxxx      cld    290652672    293601280   20.02.2018 14:03:12   20.02.2018 14:04:12 10492, 10492
  10532        776                  CV_spiral_cine                          xxxxxx      cld       953472      4194304   20.02.2018 14:02:29   20.02.2018 14:02:34 10492, 10492
  10531        775                CV_spiral_linear                          xxxxxx      cld    116392512    117440512   20.02.2018 14:00:36   20.02.2018 14:01:05 10492, 10492
  10530        774                CV_spiral_linear                          xxxxxx      cld    116391584    117440512   20.02.2018 13:59:14   20.02.2018 13:59:44 10492, 10492
  10529        773                          AdjFre                          xxxxxx      cld       748928      4194304   20.02.2018 13:59:13   20.02.2018 13:59:14
  10528        772                          AdjGre                          xxxxxx      cld     41673568     41943040   20.02.2018 13:58:51   20.02.2018 13:59:12
  10527        771                          AdjFre                          xxxxxx      cld       748928      4194304   20.02.2018 13:58:49   20.02.2018 13:58:50
  10526        770           BinningCine_R3_192res                          xxxxxx      cld    166284960    167772160   20.02.2018 13:56:28   20.02.2018 13:56:59 10492, 10492
  10525        769        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     84539680     88080384   20.02.2018 13:54:42   20.02.2018 13:54:54 10506
  10524        768        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     53855808     54525952   20.02.2018 13:54:12   20.02.2018 13:54:20 10506
  10523        767        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     84539296     88080384   20.02.2018 13:53:32   20.02.2018 13:53:44 10506
  10522        766        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     81405856     83886080   20.02.2018 13:53:10   20.02.2018 13:53:20 10506
  10521        765 BEAT_interactive_1123_gadgetron                          xxxxxx      cld    680577600    683671552   20.02.2018 13:51:10   20.02.2018 13:52:49 10492, 10492
  10520        764 BEAT_interactive_1123_gadgetron                          xxxxxx      cld       876256      4194304   20.02.2018 13:51:01   20.02.2018 13:51:01
  10519        763                          AdjFre                          xxxxxx      cld       747584      4194304   20.02.2018 13:50:56   20.02.2018 13:50:57
  10518        762                     AdjFieldMap                          xxxxxx      cld     72849408     75497472   20.02.2018 13:50:10   20.02.2018 13:50:56
  10517        761                          AdjFre                          xxxxxx      cld       747584      4194304   20.02.2018 13:50:09   20.02.2018 13:50:10
  10516        760                  CV_spiral_cine                          xxxxxx      cld    274646048    276824064   20.02.2018 13:48:00   20.02.2018 13:49:01 10492, 10492
  10515        759                  CV_spiral_cine                          xxxxxx      cld    212022688    213909504   20.02.2018 13:45:10   20.02.2018 13:45:42 10492, 10492
  10514        758                  CV_spiral_cine                          xxxxxx      cld    212018240    213909504   20.02.2018 13:43:33   20.02.2018 13:44:05 10492, 10492
  10513        757                  CV_spiral_cine                          xxxxxx      cld       995456      4194304   20.02.2018 13:42:58   20.02.2018 13:43:06 10492, 10492
  10512        756                          AdjFre                          xxxxxx      cld       649920      4194304   20.02.2018 13:42:53   20.02.2018 13:42:54
  10511        755                          AdjGre                          xxxxxx      cld      8189632      8388608   20.02.2018 13:42:31   20.02.2018 13:42:52
  10510        754        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     55898688     58720256   20.02.2018 13:41:31   20.02.2018 13:41:38 10506
  10509        753        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     73769696     75497472   20.02.2018 13:40:06   20.02.2018 13:40:15 10506
  10508        752        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     68097120     71303168   20.02.2018 13:39:34   20.02.2018 13:39:43 10506
  10507        751        MiniIRT_Spiral_libIRT_MS                          xxxxxx      cld     28874176     29360128   20.02.2018 13:39:12   20.02.2018 13:39:16 10506
  10506        750                AdjQuietCoilSens                          xxxxxx      cld     13558112     16777216   20.02.2018 13:39:08   20.02.2018 13:39:09
  10505        749                          AdjFre                          xxxxxx      cld       645920      4194304   20.02.2018 13:39:06   20.02.2018 13:39:08
  10504        748                     AdjFieldMap                          xxxxxx      cld     13670304     16777216   20.02.2018 13:38:21   20.02.2018 13:39:06
  10503        747                          AdjFre                          xxxxxx      cld       664128      4194304   20.02.2018 13:38:18   20.02.2018 13:38:21
  10502        746            trufi_shortaxis_iPAT                          xxxxxx      cld      3141184      4194304   20.02.2018 13:18:35   20.02.2018 13:18:37 10492, 10492
  10501        745            trufi_shortaxis_iPAT                          xxxxxx      cld       925280      4194304   20.02.2018 13:18:19   20.02.2018 13:18:24 10492, 10492
  10500        744            trufi_4-chamber_iPAT                          xxxxxx      cld      3176864      4194304   20.02.2018 13:17:05   20.02.2018 13:17:08 10492, 10492
  10499        743            trufi_4-chamber_iPAT                          xxxxxx      cld      3172064      4194304   20.02.2018 13:16:19   20.02.2018 13:16:21 10492, 10492
  10498        742            trufi_2-chamber_iPAT                          xxxxxx      cld      3835584      4194304   20.02.2018 13:15:33   20.02.2018 13:15:37 10492, 10492
  10497        741            trufi_loc_multi_iPAT                          xxxxxx      cld    102451104    104857600   20.02.2018 13:14:10   20.02.2018 13:14:44 10492, 10492
  10496        740            trufi_2-chamber_iPAT                          xxxxxx      cld       959072      4194304   20.02.2018 13:13:24   20.02.2018 13:13:32 10492, 10492
  10495        739            trufi_loc_multi_iPAT                          xxxxxx      cld     31361664     33554432   20.02.2018 13:11:46   20.02.2018 13:11:59 10492, 10492
  10494        738            trufi_loc_multi_iPAT                          xxxxxx      cld      1147104      4194304   20.02.2018 13:11:04   20.02.2018 13:11:35 10492, 10492
  10493        737            trufi_loc_multi_iPAT                          xxxxxx      cld     31383072     33554432   20.02.2018 13:01:44   20.02.2018 13:03:37 10492, 10492
